Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT325598,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: OH,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OH_0023/2020, complete genome"
MT325599,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: PA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_1802/2020, complete genome"
MT325600,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: PA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_1881/2020, complete genome"
MT325601,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: PA,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_2317/2020, complete genome"
MT325602,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: PA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_2937/2020, complete genome"
MT325603,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: PA,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_4395/2020, complete genome"
MT325604,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: PA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_4405/2020, complete genome"
MT325605,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: RI,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI_0702/2020, complete genome"
MT325606,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3569/2020, complete genome"
MT325607,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3575/2020, complete genome"
MT325608,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_6370/2020, complete genome"
MT325609,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: UT,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT_8199/2020, complete genome"
MT325610,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: UT,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT_8906/2020, complete genome"
MT325611,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: VA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6352/2020, complete genome"
MT325612,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: VA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6377/2020, complete genome"
MT325613,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: VA,Homo sapiens,"lung, oronasopharynx",2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6382/2020, complete genome"
MT325614,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: VA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6389/2020, complete genome"
MT325615,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6391/2020, complete genome"
MT325616,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3623/2020, complete genome"
MT325617,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6396/2020, complete genome"
MT325618,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6395/2020, complete genome"
MT325619,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6401/2020, complete genome"
MT325620,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6399/2020, complete genome"
MT325621,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6390/2020, complete genome"
MT325622,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NJ,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NJ_3201/2020, complete genome"
MT325623,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,"lung, oronasopharynx",2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3520/2020, complete genome"
MT325624,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3570/2020, complete genome"
MT325625,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3571/2020, complete genome"
MT325626,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3572/2020, complete genome"
MT325627,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY_1922/2020, complete genome"
MT325628,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: VA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6171/2020, complete genome"
MT325629,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8932/2020, complete genome"
MT325630,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8933/2020, complete genome"
MT325631,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9703/2020, complete genome"
MT325632,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9704/2020, complete genome"
MT325633,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9889/2020, complete genome"
MT325634,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_1355/2020, complete genome"
MT325635,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_2652/2020, complete genome"
MT325636,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3614/2020, complete genome"
MT325637,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3616/2020, complete genome"
MT325638,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3626/2020, complete genome"
MT325639,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3642/2020, complete genome"
MT325640,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3653/2020, complete genome"
MT326023,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29858,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2006/2020, complete genome"
MT326024,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29685,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1994/2020, complete genome"
MT326025,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29707,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1998/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326026,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29482,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1988/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326027,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1977/2020, complete genome"
MT326028,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29823,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1986/2020, complete genome"
MT326029,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2016/2020, complete genome"
